,Term,Stem,wTFref,SType,Pow-Score,Pow-TF,Pow-wTF,Uni-Score,Uni-TF,Uni-wTF
8367,inflict,inflict,8.564925345969454e-06,raw,2.566268511922818,3.0,0.00011149100639215103,-0.09377165767207221,3.0,7.798284377436964e-06
8368,inflicted,inflict,8.564925345969454e-06,raw,,,,0.4170539660939183,5.0,1.2997140629061606e-05
8369,influences,influenc,2.9977238710893088e-05,raw,1.6011876158792306,4.0,0.0001486546751895347,1.6152960957108693,58.0,0.00015076683129711463
8370,influenced,influenc,3.4259701383877815e-05,raw,1.8731213313628725,6.0,0.00022298201278430206,2.4517596139323627,153.0,0.00039771250324928517
8371,influence,influenc,0.00028264253641699193,raw,1.883171667216374,50.0,0.0018581834398691838,0.7621469457590383,233.0,0.0006056667533142708
8372,influential,influenti,2.9977238710893088e-05,raw,2.5174783477533857,10.0,0.00037163668797383676,2.4223875356200324,130.0,0.00033792565635560175
8373,influx,influx,8.564925345969454e-06,raw,,,,0.5993755228878731,6.0,1.5596568754873928e-05
8374,informing,inform,8.564925345969454e-06,raw,,,,0.4170539660939183,5.0,1.2997140629061606e-05
8375,informally,inform,1.0706156682461817e-05,raw,,,,-0.316915208986282,3.0,7.798284377436964e-06
8376,informs,inform,1.284738801895418e-05,raw,,,,-0.49923676578023657,3.0,7.798284377436964e-06
8377,inform,inform,1.4988619355446544e-05,raw,2.0066527239873952,3.0,0.00011149100639215103,0.7329069155123956,12.0,3.1193137509747856e-05
8378,informal,inform,3.854216405686254e-05,raw,2.6026361560936926,14.0,0.0005202913631633715,0.19391041477970852,18.0,4.678970626462178e-05
8379,informed,inform,0.0001220501861800647,raw,,,,-0.21155469332845575,38.0,9.87782687808682e-05
8380,information,inform,0.0005759912295164458,raw,0.5914437149479637,28.0,0.001040582726326743,0.3029815098340706,300.0,0.0007798284377436964
8381,ingredients,ingredi,1.927108202843127e-05,raw,,,,-0.05740401350119741,7.0,1.819599688068625e-05
8382,inhabited,inhabit,1.284738801895418e-05,raw,,,,0.19391041477970872,6.0,1.5596568754873928e-05
8383,inhabitants,inhabit,2.7836007374400724e-05,raw,,,,-0.9847445815619374,4.0,1.0397712503249286e-05
8384,inherently,inher,6.42369400947709e-06,raw,,,,2.3141739509797996,25.0,6.498570314530803e-05
8385,inherent,inher,5.567201474880145e-05,raw,,,,0.7644552732473215,46.0,0.00011957369378736678
8386,inheritance,inherit,1.284738801895418e-05,raw,,,,0.887057595339654,12.0,3.1193137509747856e-05
8387,inherited,inherit,3.4259701383877815e-05,raw,,,,0.3657606717063679,19.0,4.93891343904341e-05
8388,inhibition,inhibit,1.284738801895418e-05,raw,2.8539505843745987,6.0,0.00022298201278430206,,,
8389,initiating,initi,8.564925345969454e-06,raw,,,,-0.09377165767207221,3.0,7.798284377436964e-06
8390,initiate,initi,1.0706156682461817e-05,raw,,,,1.7625263326935539,24.0,6.238627501949571e-05
8391,initiation,initi,1.4988619355446544e-05,raw,,,,1.2437325392783865,20.0,5.1988562516246424e-05
8392,initiated,initi,2.569477603790836e-05,raw,,,,1.3199216776359328,37.0,9.617884065505589e-05
8393,initially,initi,3.854216405686254e-05,raw,,,,1.1747396677914348,48.0,0.00012477255003899142
8394,initiative,initi,6.851940276775563e-05,raw,0.4868269702429819,3.0,0.00011149100639215103,1.0848833386695738,78.0,0.00020275539381336106
8395,initial,initi,0.0001456037308814807,raw,,,,-0.19695589390730292,46.0,0.00011957369378736678
8396,injection,inject,1.4988619355446544e-05,raw,,,,-0.14256182184150426,5.0,1.2997140629061606e-05
8397,injunction,injunct,6.42369400947709e-06,raw,,,,1.0412082751669123,7.0,1.819599688068625e-05
8398,injunctions,injunct,1.0706156682461817e-05,raw,,,,0.3762319715736633,6.0,1.5596568754873928e-05
8399,injured,injur,4.282462672984727e-05,raw,,,,-0.7223803170944463,8.0,2.079542500649857e-05
8400,injury,injuri,5.781324608529381e-05,raw,0.6567260070383794,3.0,0.00011149100639215103,-0.3938762501224103,15.0,3.899142188718482e-05
8401,injustice,injustic,3.4259701383877815e-05,raw,,,,1.0048406309960374,36.0,9.357941252924356e-05
8402,inland,inland,8.564925345969454e-06,raw,,,,0.4170539660939183,5.0,1.2997140629061606e-05
8403,innate,innat,8.564925345969454e-06,raw,,,,1.3725654111213548,13.0,3.379256563556018e-05
8404,inner,inner,0.00011776772350707998,raw,,,,0.34546031290690965,64.0,0.00016636340005198857
8405,innocence,innoc,5.9954477421786175e-05,raw,,,,-1.7519997342756046,4.0,1.0397712503249286e-05
8406,innocent,innoc,7.922555945021744e-05,raw,,,,-1.8075695854304152,5.0,1.2997140629061606e-05
8407,innovations,innov,8.564925345969454e-06,raw,2.8539505843745987,4.0,0.0001486546751895347,0.4170539660939183,5.0,1.2997140629061606e-05
8408,innovation,innov,1.4988619355446544e-05,raw,2.0066527239873952,3.0,0.00011149100639215103,1.803348327213809,35.0,9.097998440343124e-05
8409,inorganic,inorgan,2.3553544701415998e-05,raw,,,,-1.1053725693505523,3.0,7.798284377436964e-06
8410,input,input,4.282462672984727e-05,raw,0.9568305994887175,3.0,0.00011149100639215103,0.14261712039215815,19.0,4.93891343904341e-05
8411,inquiries,inquiri,3.6400932720370175e-05,raw,,,,-1.2530085681566168,4.0,1.0397712503249286e-05
8412,inquiry,inquiri,3.6400932720370175e-05,raw,,,,1.349681117287767,54.0,0.00014036911879386534
8413,insane,insan,2.7836007374400724e-05,raw,,,,-0.9847445815619374,4.0,1.0397712503249286e-05
8414,insect,insect,2.9977238710893088e-05,raw,,,,0.2629032862666602,15.0,3.899142188718482e-05
8415,insects,insect,4.9248320739324355e-05,raw,,,,0.7219778449802055,39.0,0.00010137769690668053
8416,insecurity,insecur,1.0706156682461817e-05,raw,,,,0.19391041477970852,5.0,1.2997140629061606e-05
8417,inseparable,insepar,8.564925345969454e-06,raw,,,,0.5993755228878731,6.0,1.5596568754873928e-05
8418,inside,insid,0.0003725742525496712,raw,-1.2064924261718206,3.0,0.00011149100639215103,-1.7070483464133384,26.0,6.758513127112035e-05
8419,insights,insight,3.4259701383877815e-05,raw,,,,0.3116934504360921,18.0,4.678970626462178e-05
8420,insight,insight,4.7107089402831995e-05,raw,0.8615204196843926,3.0,0.00011149100639215103,0.8405375797047611,42.0,0.00010917598128411749
8421,insignificant,insignific,1.0706156682461817e-05,raw,,,,-0.316915208986282,3.0,7.798284377436964e-06
8422,insistence,insist,4.06833953933549e-05,raw,,,,-1.1410906519526314,5.0,1.2997140629061606e-05
8423,insist,insist,5.781324608529381e-05,raw,,,,-2.0033141625565105,3.0,7.798284377436964e-06
8424,insisted,insist,9.207294746917162e-05,raw,,,,-1.6213795518585403,7.0,1.819599688068625e-05
8425,insofar,insofar,1.4988619355446544e-05,raw,,,,0.6458955385227658,11.0,2.8593709383935534e-05
8426,inspection,inspect,4.496585806633963e-05,raw,,,,-0.904701873888401,7.0,1.819599688068625e-05
8427,inspire,inspir,6.42369400947709e-06,raw,,,,1.174739667791435,8.0,2.079542500649857e-05
8428,inspiring,inspir,1.7129850691938907e-05,raw,,,,0.06037902215518599,7.0,1.819599688068625e-05
8429,inspiration,inspir,1.927108202843127e-05,raw,2.04302036815827,4.0,0.0001486546751895347,1.6602474835731356,39.0,0.00010137769690668053
8430,inspired,inspir,5.353078341230908e-05,raw,1.7145163011862339,8.0,0.0002973093503790694,1.6000074031957792,102.0,0.00026514166883285676
8431,instability,instabl,8.564925345969454e-06,raw,,,,1.1102011466538637,10.0,2.5994281258123212e-05
8432,installing,instal,1.0706156682461817e-05,raw,,,,-0.316915208986282,3.0,7.798284377436964e-06
8433,installed,instal,7.494309677723272e-05,raw,,,,-1.7519997342756046,5.0,1.2997140629061606e-05
8434,instances,instanc,6.42369400947709e-05,raw,0.5513654913805531,3.0,0.00011149100639215103,-0.1627645291590236,21.0,5.4587990642058745e-05
8435,instance,instanc,0.00017558096959237378,raw,0.5266728787901815,8.0,0.0002973093503790694,-0.053925749124872455,64.0,0.00016636340005198857
8436,instantaneous,instantan,1.0706156682461817e-05,raw,,,,-0.316915208986282,3.0,7.798284377436964e-06
8437,instead,instead,0.0003704330212131789,raw,0.5910307477729844,18.0,0.0006689460383529062,-0.1553601349848138,122.0,0.00031713023134910317
8438,instinct,instinct,2.9977238710893088e-05,raw,1.3135055434274499,3.0,0.00011149100639215103,-0.24792233749933063,9.0,2.339485313231089e-05
8439,institutional,institut,1.927108202843127e-05,raw,1.7553382957064891,3.0,0.00011149100639215103,1.8253272339325843,46.0,0.00011957369378736678
8440,instituted,institut,2.569477603790836e-05,raw,1.755338295706489,4.0,0.0001486546751895347,-0.2115546933284556,8.0,2.079542500649857e-05
8441,institution,institut,8.779048479618689e-05,raw,0.5266728787901815,4.0,0.0001486546751895347,0.5056900388105503,56.0,0.00014556797504549
8442,institute,institut,0.00010706156682461816,raw,,,,0.7816970796818279,90.0,0.00023394853132310893
8443,institutions,institut,0.0002098406709762516,raw,0.4662076830402462,9.0,0.0003344730191764531,0.7850926686829659,177.0,0.0004600987782687809
8444,institutionalized,institution,6.42369400947709e-06,raw,,,,0.7047360385456992,5.0,1.2997140629061606e-05
8445,instruct,instruct,6.42369400947709e-06,raw,,,,0.19391041477970872,3.0,7.798284377436964e-06
8446,instructional,instruct,6.42369400947709e-06,raw,,,,0.19391041477970872,3.0,7.798284377436964e-06
8447,instructive,instruct,6.42369400947709e-06,raw,2.8539505843745987,3.0,0.00011149100639215103,,,
8448,instructed,instruct,3.4259701383877815e-05,raw,1.1799741508029271,3.0,0.00011149100639215103,-0.9692403950259723,5.0,1.2997140629061606e-05
8449,instruction,instruct,5.567201474880145e-05,raw,,,,-0.49923676578023657,13.0,3.379256563556018e-05
8450,instructions,instruct,7.494309677723272e-05,raw,,,,-0.5888489244699235,16.0,4.159085001299714e-05
8451,instrumentation,instrument,8.564925345969454e-06,raw,2.566268511922818,3.0,0.00011149100639215103,,,
8452,instrumental,instrument,2.3553544701415998e-05,raw,,,,0.9740689723292837,24.0,6.238627501949571e-05
8453,instruments,instrument,5.567201474880145e-05,raw,0.6944663350212263,3.0,0.00011149100639215103,0.11386770710617224,24.0,6.238627501949571e-05
8454,instrument,instrument,0.00010063787281514108,raw,,,,-1.0171798573150912,14.0,3.63919937613725e-05
8455,insufficient,insuffici,1.4988619355446544e-05,raw,,,,1.2925227034478184,21.0,5.4587990642058745e-05
8456,insurance,insur,9.849664147864871e-05,raw,,,,-0.1382234202429061,33.0,8.57811281518066e-05
8457,intact,intact,2.9977238710893088e-05,raw,,,,-0.6533874456074951,6.0,1.5596568754873928e-05
8458,intangible,intang,1.284738801895418e-05,raw,,,,-0.49923676578023657,3.0,7.798284377436964e-06
8459,integer,integ,8.564925345969454e-06,raw,,,,-0.09377165767207221,3.0,7.798284377436964e-06
8460,integrate,integr,1.4988619355446544e-05,raw,,,,1.1924392448908359,19.0,4.93891343904341e-05
8461,integrity,integr,2.1412313364923634e-05,raw,1.6499777800486628,3.0,0.00011149100639215103,1.187162187789992,27.0,7.018455939693267e-05
8462,integrated,integr,2.3553544701415998e-05,raw,2.0654932240103285,5.0,0.00018581834398691838,1.7472588605627655,52.0,0.0001351702625422407
8463,integral,integr,2.7836007374400724e-05,raw,,,,1.4356235470884917,45.0,0.00011697426566155446
8464,integration,integr,0.00010277910415163344,raw,,,,0.15135080036091275,46.0,0.00011957369378736678
8465,intellect,intellect,1.0706156682461817e-05,raw,,,,0.9823677751439788,11.0,2.8593709383935534e-05
8466,intellectually,intellectu,1.0706156682461817e-05,raw,,,,0.3762319715736633,6.0,1.5596568754873928e-05
8467,intellectuals,intellectu,2.569477603790836e-05,raw,,,,1.2055113264581885,33.0,8.57811281518066e-05
8468,intellectual,intellectu,0.00014132126820849596,raw,0.05059020346806382,4.0,0.0001486546751895347,0.20894829214424926,67.0,0.00017416168442942553
8469,intelligible,intellig,2.3553544701415998e-05,raw,,,,-1.1053725693505523,3.0,7.798284377436964e-06
8470,intelligent,intellig,5.567201474880145e-05,raw,,,,-0.4251287936265147,14.0,3.63919937613725e-05
8471,intelligence,intellig,0.00010277910415163344,raw,0.3690439345865983,4.0,0.0001486546751895347,1.2055113264581885,132.0,0.0003431245126072264
8472,intend,intend,3.211847004738545e-05,raw,,,,-0.904701873888401,5.0,1.2997140629061606e-05
8473,intended,intend,9.635541014215634e-05,raw,,,,-0.0018341623463865662,37.0,9.617884065505589e-05
8474,intensive,intens,3.211847004738545e-05,raw,,,,0.2584489359172799,16.0,4.159085001299714e-05
8475,intense,intens,8.564925345969454e-05,raw,0.7745090426947628,5.0,0.00018581834398691838,-1.0100623895462273,12.0,3.1193137509747856e-05
8476,intensity,intens,0.00011990895484357235,raw,-0.07278881769244085,3.0,0.00011149100639215103,-1.0588525537156595,16.0,4.159085001299714e-05
8477,intentionally,intent,8.564925345969454e-06,raw,,,,1.0048406309960374,9.0,2.339485313231089e-05
8478,intentional,intent,1.0706156682461817e-05,raw,,,,1.2925227034478184,15.0,3.899142188718482e-05
8479,intent,intent,2.9977238710893088e-05,raw,1.6011876158792306,4.0,0.0001486546751895347,0.599375522887873,21.0,5.4587990642058745e-05
8480,intentions,intent,4.7107089402831995e-05,raw,,,,-0.41222538879060694,12.0,3.1193137509747856e-05
8481,intention,intent,7.708432811372508e-05,raw,,,,-0.61701980143662,16.0,4.159085001299714e-05
8482,interactions,interact,6.42369400947709e-06,raw,4.057923388700535,10.0,0.00037163668797383676,3.084282172675873,54.0,0.00014036911879386534
8483,interaction,interact,3.6400932720370175e-05,raw,2.217961817654602,9.0,0.0003344730191764531,1.403748338558043,57.0,0.00014816740317130233
8484,interchangeable,interchang,6.42369400947709e-06,raw,3.834779837386325,8.0,0.0002973093503790694,0.19391041477970872,3.0,7.798284377436964e-06
8485,intercourse,intercours,1.927108202843127e-05,raw,,,,-0.9047018738884011,3.0,7.798284377436964e-06
8486,interdependence,interdepend,1.284738801895418e-05,raw,,,,1.1102011466538637,15.0,3.899142188718482e-05
8487,interdependent,interdepend,1.7129850691938907e-05,raw,1.8731213313628725,3.0,0.00011149100639215103,1.0048406309960374,18.0,4.678970626462178e-05
8488,interesting,interest,0.00017558096959237378,raw,,,,-2.266898683429231,7.0,1.819599688068625e-05
8489,interests,interest,0.00017772220092886616,raw,0.38102012563331417,7.0,0.00026014568158168577,0.11887522883679452,77.0,0.00020015596568754874
8490,interested,interest,0.00022482929033169815,raw,,,,-1.0588525537156592,30.0,7.798284377436964e-05
8491,interest,interest,0.0007066063410424799,raw,-0.7479174927497078,9.0,0.0003344730191764531,-0.5682296372671881,154.0,0.00040031193137509747
8492,interestingly,interestingli,6.42369400947709e-06,raw,,,,0.19391041477970872,3.0,7.798284377436964e-06
8493,interfaith,interfaith,1.4988619355446544e-05,raw,,,,3.203827323325656,142.0,0.00036911879386534964
8494,interfere,interfer,1.927108202843127e-05,raw,,,,-0.9047018738884011,3.0,7.798284377436964e-06
8495,interference,interfer,9.635541014215634e-05,raw,,,,-0.5682296372671881,21.0,5.4587990642058745e-05
8496,interim,interim,2.3553544701415998e-05,raw,,,,-0.5945469455845616,5.0,1.2997140629061606e-05
8497,interior,interior,0.00015845111890043487,raw,,,,-1.4021044773222509,15.0,3.899142188718482e-05
8498,intermediate,intermedi,4.496585806633963e-05,raw,,,,-0.2115546933284556,14.0,3.63919937613725e-05
8499,intermittent,intermitt,6.42369400947709e-06,raw,2.8539505843745987,3.0,0.00011149100639215103,,,
8500,internationally,intern,8.564925345969454e-06,raw,,,,2.0657125916813,26.0,6.758513127112035e-05
8501,internally,intern,1.284738801895418e-05,raw,,,,0.4815924872314897,8.0,2.079542500649857e-05
8502,internal,intern,0.00013275634286252652,raw,1.2117228491175076,12.0,0.0004459640255686041,0.7302151238466845,106.0,0.0002755393813361061
8503,international,intern,0.0003318908571563163,raw,0.29543211724335244,12.0,0.0004459640255686041,2.1831095588884684,1133.0,0.00294515206654536
8504,interpersonal,interperson,6.42369400947709e-06,raw,4.463388496808699,15.0,0.0005574550319607552,0.887057595339654,6.0,1.5596568754873928e-05
8505,interplay,interplay,1.284738801895418e-05,raw,,,,0.599375522887873,9.0,2.339485313231089e-05
8506,interprets,interpret,6.42369400947709e-06,raw,,,,1.0412082751669123,7.0,1.819599688068625e-05
8507,interpret,interpret,2.3553544701415998e-05,raw,1.5546676002443378,3.0,0.00011149100639215103,0.5040653430835482,15.0,3.899142188718482e-05
8508,interpretations,interpret,2.569477603790836e-05,raw,1.755338295706489,4.0,0.0001486546751895347,1.3465899247180941,38.0,9.87782687808682e-05
8509,interpreted,interpret,5.138955207581672e-05,raw,,,,0.8000462183500242,44.0,0.00011437483753574213
8510,interpretation,interpret,0.00011562649217058762,raw,,,,0.8000462183500242,99.0,0.0002573433844554198
8511,interrelated,interrel,1.0706156682461817e-05,raw,,,,0.9823677751439788,11.0,2.8593709383935534e-05
8512,interrupt,interrupt,8.564925345969454e-06,raw,2.566268511922818,3.0,0.00011149100639215103,,,
8513,interrupted,interrupt,3.854216405686254e-05,raw,,,,-0.9047018738884011,6.0,1.5596568754873928e-05
8514,intersection,intersect,3.6400932720370175e-05,raw,,,,-1.2530085681566168,4.0,1.0397712503249286e-05
8515,interstate,interst,2.9977238710893088e-05,raw,,,,-0.49923676578023657,7.0,1.819599688068625e-05
8516,intertwined,intertwin,8.564925345969454e-06,raw,,,,0.7535262027151313,7.0,1.819599688068625e-05
8517,interval,interv,3.854216405686254e-05,raw,,,,-1.3101669819965653,4.0,1.0397712503249286e-05
8518,intervention,intervent,4.282462672984727e-05,raw,,,,1.223529831960867,56.0,0.00014556797504549
8519,interviewed,interview,2.569477603790836e-05,raw,,,,-1.192383946340182,3.0,7.798284377436964e-06
8520,interviews,interview,4.06833953933549e-05,raw,,,,-0.44794347139268614,10.0,2.5994281258123212e-05
8521,interview,interview,7.066063410424798e-05,raw,,,,-0.5300084244469901,16.0,4.159085001299714e-05
8522,interwoven,interwoven,8.564925345969454e-06,raw,,,,-0.09377165767207221,3.0,7.798284377436964e-06
8523,intimately,intim,1.284738801895418e-05,raw,,,,0.4815924872314897,8.0,2.079542500649857e-05
8524,intimate,intim,4.496585806633963e-05,raw,,,,-0.7711704812638782,8.0,2.079542500649857e-05
8525,intimacy,intimaci,6.42369400947709e-06,raw,,,,0.4815924872314897,4.0,1.0397712503249286e-05
8526,intolerable,intoler,6.42369400947709e-06,raw,,,,0.7047360385456992,5.0,1.2997140629061606e-05
8527,intrinsically,intrins,8.564925345969454e-06,raw,,,,1.2925227034478184,12.0,3.1193137509747856e-05
8528,intrinsic,intrins,1.0706156682461817e-05,raw,,,,1.474844260241773,18.0,4.678970626462178e-05
8529,introduces,introduc,8.564925345969454e-06,raw,,,,0.19391041477970872,4.0,1.0397712503249286e-05
8530,introducing,introduc,1.927108202843127e-05,raw,,,,1.087728290801805,22.0,5.718741876787107e-05
8531,introduce,introduc,2.3553544701415998e-05,raw,,,,0.4350724715965967,14.0,3.63919937613725e-05
8532,introduced,introduc,0.0001113440294976029,raw,1.2052919587872168,10.0,0.00037163668797383676,0.8577872130395408,101.0,0.00026254224070704446
8533,introduction,introduct,8.350802212320217e-05,raw,0.7998268506790528,5.0,0.00018581834398691838,0.6574831536951538,62.0,0.00016116454380036391
8534,introductory,introductori,6.42369400947709e-06,raw,,,,1.0412082751669123,7.0,1.819599688068625e-05
8535,intuitive,intuit,1.4988619355446544e-05,raw,,,,1.0205889879641765,16.0,4.159085001299714e-05
8536,intuition,intuit,3.854216405686254e-05,raw,,,,0.34806109460696694,21.0,5.4587990642058745e-05
8537,invade,invad,1.0706156682461817e-05,raw,,,,-0.029233136534500992,4.0,1.0397712503249286e-05
8538,invaders,invad,1.0706156682461817e-05,raw,,,,-0.316915208986282,3.0,7.798284377436964e-06
8539,invaded,invad,1.284738801895418e-05,raw,,,,0.19391041477970872,6.0,1.5596568754873928e-05
8540,invalid,invalid,1.4988619355446544e-05,raw,,,,-0.6533874456074951,3.0,7.798284377436964e-06
8541,invariably,invari,6.637817143126326e-05,raw,,,,-1.8537824285855469,4.0,1.0397712503249286e-05
8542,invasion,invas,3.4259701383877815e-05,raw,1.1799741508029271,3.0,0.00011149100639215103,0.6794182305614095,26.0,6.758513127112035e-05
8543,inventions,invent,8.564925345969454e-06,raw,3.0770941356888084,5.0,0.00018581834398691838,0.4170539660939183,5.0,1.2997140629061606e-05
8544,invented,invent,2.7836007374400724e-05,raw,1.3876135155811717,3.0,0.00011149100639215103,0.026856330116542395,11.0,2.8593709383935534e-05
8545,invention,invent,4.282462672984727e-05,raw,1.804128459875921,7.0,0.00026014568158168577,-0.7223803170944463,8.0,2.079542500649857e-05
8546,inventor,inventor,1.4988619355446544e-05,raw,,,,0.19391041477970872,7.0,1.819599688068625e-05
8547,inventory,inventori,4.9248320739324355e-05,raw,0.8170686571135588,3.0,0.00011149100639215103,-1.5552894400295503,4.0,1.0397712503249286e-05
8548,inverted,invert,6.42369400947709e-06,raw,,,,0.7047360385456992,5.0,1.2997140629061606e-05
8549,invest,invest,6.42369400947709e-06,raw,,,,1.4931933989099695,11.0,2.8593709383935534e-05
8550,investment,invest,9.207294746917162e-05,raw,0.47904482980092683,4.0,0.0001486546751895347,-0.2714528349095247,27.0,7.018455939693267e-05
8551,investigating,investig,1.7129850691938907e-05,raw,,,,0.19391041477970872,8.0,2.079542500649857e-05
8552,investigate,investig,2.3553544701415998e-05,raw,,,,0.09860023497538377,10.0,2.5994281258123212e-05
8553,investigators,investig,2.7836007374400724e-05,raw,,,,-0.06845384968778244,10.0,2.5994281258123212e-05
8554,investigated,investig,3.854216405686254e-05,raw,,,,-0.4992367657802368,9.0,2.339485313231089e-05
8555,investigations,investig,4.7107089402831995e-05,raw,,,,-0.0067602806824425335,18.0,4.678970626462178e-05
8556,investigation,investig,0.00010920279816111053,raw,,,,-0.37061938795814314,29.0,7.538341564855731e-05
8557,investors,investor,3.4259701383877815e-05,raw,,,,-1.192383946340182,4.0,1.0397712503249286e-05
8558,invisible,invis,1.7129850691938907e-05,raw,,,,0.7535262027151313,14.0,3.63919937613725e-05
8559,invites,invit,1.4988619355446544e-05,raw,,,,-0.6533874456074951,3.0,7.798284377436964e-06
8560,inviting,invit,1.7129850691938907e-05,raw,,,,-0.7869188382320175,3.0,7.798284377436964e-06
8561,invite,invit,2.3553544701415998e-05,raw,,,,-0.8176904968987712,4.0,1.0397712503249286e-05
8562,invitation,invit,4.282462672984727e-05,raw,,,,-0.7223803170944463,8.0,2.079542500649857e-05
8563,invited,invit,5.567201474880145e-05,raw,,,,-0.3561359221395633,15.0,3.899142188718482e-05
8564,invoking,invok,8.564925345969454e-06,raw,,,,-0.09377165767207221,3.0,7.798284377436964e-06
8565,invoked,invok,1.284738801895418e-05,raw,,,,-0.2115546933284556,4.0,1.0397712503249286e-05
8566,involuntary,involuntari,6.42369400947709e-06,raw,,,,1.0412082751669123,7.0,1.819599688068625e-05
8567,involvement,involv,2.7836007374400724e-05,raw,,,,1.9330261505223416,74.0,0.00019235768131011178
8568,involve,involv,6.637817143126326e-05,raw,0.8062577410093431,4.0,0.0001486546751895347,0.5441128442128237,44.0,0.00011437483753574213
8569,involving,involv,7.066063410424798e-05,raw,1.1492024921361736,6.0,0.00022298201278430206,0.33498901303961437,38.0,9.87782687808682e-05
8570,involves,involv,8.779048479618689e-05,raw,0.5266728787901815,4.0,0.0001486546751895347,0.7570044670914562,72.0,0.00018715882505848712
8571,involved,involv,0.0003147610064643774,raw,0.261413270394233,11.0,0.00040880035677122044,0.1451202506102767,140.0,0.000363919937613725
8572,inward,inward,1.927108202843127e-05,raw,,,,0.19391041477970852,9.0,2.339485313231089e-05
8573,ion,ion,1.284738801895418e-05,raw,,,,-0.49923676578023657,3.0,7.798284377436964e-06
8574,ions,ion,1.927108202843127e-05,raw,,,,-0.61701980143662,4.0,1.0397712503249286e-05
8575,iowa,iowa,8.564925345969454e-06,raw,,,,1.0048406309960374,9.0,2.339485313231089e-05
8576,iraq,iraq,6.42369400947709e-06,raw,3.1416326568263795,4.0,0.0001486546751895347,3.42603146639793,76.0,0.0001975565375617364
8577,ireland,ireland,2.7836007374400724e-05,raw,1.6752955880329525,4.0,0.0001486546751895347,1.6894040678645912,58.0,0.00015076683129711463
8578,irish,irish,5.9954477421786175e-05,raw,,,,0.08058172947270546,25.0,6.498570314530803e-05
8579,ironing,iron,1.0706156682461817e-05,raw,,,,-0.316915208986282,3.0,7.798284377436964e-06
8580,ironically,iron,1.284738801895418e-05,raw,,,,-0.49923676578023657,3.0,7.798284377436964e-06
8581,iron,iron,9.207294746917162e-05,raw,2.7036683813252607,37.0,0.001375055745503196,-2.180995339793963,4.0,1.0397712503249286e-05
8582,irony,ironi,2.569477603790836e-05,raw,,,,-1.192383946340182,3.0,7.798284377436964e-06
8583,irrational,irrat,1.7129850691938907e-05,raw,,,,0.6794182305614095,13.0,3.379256563556018e-05
8584,irregular,irregular,1.927108202843127e-05,raw,,,,-0.9047018738884011,3.0,7.798284377436964e-06
8585,irrelevant,irrelev,2.9977238710893088e-05,raw,,,,0.44522484306061466,18.0,4.678970626462178e-05
8586,irrespective,irrespect,6.42369400947709e-06,raw,,,,0.4815924872314897,4.0,1.0397712503249286e-05
8587,irrigation,irrig,6.42369400947709e-06,raw,,,,0.887057595339654,6.0,1.5596568754873928e-05
8588,isaac,isaac,2.1412313364923634e-05,raw,,,,0.7816970796818277,18.0,4.678970626462178e-05
8589,isle,isl,1.0706156682461817e-05,raw,,,,0.3762319715736633,6.0,1.5596568754873928e-05
8590,islam,islam,6.42369400947709e-06,raw,3.834779837386325,8.0,0.0002973093503790694,4.145154133361136,156.0,0.00040551078762672213
8591,islamic,islam,6.42369400947709e-06,raw,4.799860733429912,21.0,0.0007804370447450572,3.7004683120996904,100.0,0.0002599428125812321
8592,islands,island,6.42369400947709e-05,raw,,,,0.3480610946069671,35.0,9.097998440343124e-05
8593,island,island,0.00035758563319422465,raw,,,,-1.0528823867291552,48.0,0.00012477255003899142
8594,isolate,isol,1.7129850691938907e-05,raw,,,,-0.09377165767207221,6.0,1.5596568754873928e-05
8595,isolation,isol,3.4259701383877815e-05,raw,,,,0.1293718936421375,15.0,3.899142188718482e-05
8596,isolated,isol,7.494309677723272e-05,raw,,,,-0.47106588881354045,18.0,4.678970626462178e-05
8597,israeli,isra,8.564925345969454e-06,raw,,,,2.0657125916813,26.0,6.758513127112035e-05
8598,israel,israel,3.211847004738545e-05,raw,2.4484854762664345,10.0,0.00037163668797383676,1.7763196548258897,73.0,0.00018975825318429945
8599,issuing,issu,8.564925345969454e-06,raw,,,,0.19391041477970872,4.0,1.0397712503249286e-05
8600,issued,issu,0.00010706156682461816,raw,,,,0.15308842025945357,48.0,0.00012477255003899142
8601,issues,issu,0.00014132126820849596,raw,1.062191115146544,11.0,0.00040880035677122044,2.003192234699966,403.0,0.0010475695347023654
8602,issue,issu,0.0003254671631468392,raw,0.027294640864541846,9.0,0.0003344730191764531,0.16046248071216876,147.0,0.00038211593449441125
8603,issuance,issuanc,1.4988619355446544e-05,raw,,,,-0.6533874456074951,3.0,7.798284377436964e-06
8604,istanbul,istanbul,1.0706156682461817e-05,raw,,,,0.7816970796818277,9.0,2.339485313231089e-05
8605,italy,itali,7.280186544074035e-05,raw,1.5248146370946567,9.0,0.0003344730191764531,0.8264329735232193,64.0,0.00016636340005198857
8606,italians,italian,1.4988619355446544e-05,raw,,,,-0.6533874456074951,3.0,7.798284377436964e-06
8607,italian,italian,0.00010063787281514108,raw,,,,0.23558311118027683,49.0,0.00012737197816480375
8608,item,item,0.00011776772350707998,raw,2.907060409688547,58.0,0.0021554927902482533,,,
8609,items,item,0.00015416865622745017,raw,1.2853346664607537,15.0,0.0005574550319607552,-1.5978490544483464,12.0,3.1193137509747856e-05
