,Term,Stem,wTFref,SType,Pow-Score,Pow-TF,Pow-wTF,Uni-Score,Uni-TF,Uni-wTF
8610,ivan,ivan,8.564925345969454e-06,raw,,,,0.19391041477970872,4.0,1.0397712503249286e-05
8611,ivory,ivori,3.6400932720370175e-05,raw,,,,-1.5406906406083976,3.0,7.798284377436964e-06
8612,jack,jack,0.00019699328295729742,raw,-0.5692257040063318,3.0,0.00011149100639215103,-2.025293069275286,10.0,2.5994281258123212e-05
8613,jackson,jackson,7.708432811372508e-05,raw,,,,-0.5563951796201851,17.0,4.4190278138809465e-05
8614,jacques,jacqu,1.7129850691938907e-05,raw,,,,1.2499630890290225,23.0,5.978684689368339e-05
8615,jail,jail,4.496585806633963e-05,raw,,,,-0.2115546933284556,14.0,3.63919937613725e-05
8616,james,jame,0.00021626436498572868,raw,0.18474021658865272,7.0,0.00026014568158168577,0.7549396305122785,177.0,0.0004600987782687809
8617,jan,jan,8.564925345969454e-06,raw,,,,1.7520550328262585,19.0,4.93891343904341e-05
8618,jane,jane,7.494309677723272e-05,raw,,,,1.6221689749986314,146.0,0.0003795165063685989
8619,january,januari,0.00011348526083409525,raw,0.675418140050532,6.0,0.00022298201278430206,1.311214836459971,162.0,0.00042110735638159605
8620,japan,japan,8.13667907867098e-05,raw,1.2958059663280488,8.0,0.0002973093503790694,0.7459789970797486,66.0,0.0001715622563036132
8621,japanese,japanes,0.00011348526083409525,raw,0.675418140050532,6.0,0.00022298201278430206,-0.01518138307885059,43.0,0.00011177540940992982
8622,jason,jason,1.0706156682461817e-05,raw,,,,-0.316915208986282,3.0,7.798284377436964e-06
8623,jay,jay,3.211847004738545e-05,raw,,,,-0.316915208986282,9.0,2.339485313231089e-05
8624,jazz,jazz,0.00021198190231274397,raw,,,,-1.0690049251796774,28.0,7.2783987522745e-05
8625,jean,jean,4.9248320739324355e-05,raw,1.5102158376735042,6.0,0.00022298201278430206,0.5847767234667205,34.0,8.838055627761893e-05
8626,jeff,jeff,6.42369400947709e-06,raw,,,,0.19391041477970872,3.0,7.798284377436964e-06
8627,jefferson,jefferson,5.781324608529381e-05,raw,,,,0.07612737912332525,24.0,6.238627501949571e-05
8628,jennings,jen,6.42369400947709e-06,raw,,,,0.19391041477970872,3.0,7.798284377436964e-06
8629,jeremiah,jeremiah,6.42369400947709e-06,raw,,,,0.887057595339654,6.0,1.5596568754873928e-05
8630,jerry,jerri,3.211847004738545e-05,raw,1.2445126719404984,3.0,0.00011149100639215103,0.2584489359172799,16.0,4.159085001299714e-05
8631,jersey,jersey,5.353078341230908e-05,raw,,,,-0.13459365219232738,18.0,4.678970626462178e-05
8632,jerusalem,jerusalem,1.4988619355446544e-05,raw,,,,1.383494481653545,23.0,5.978684689368339e-05
8633,jesse,jess,6.42369400947709e-06,raw,,,,0.19391041477970872,3.0,7.798284377436964e-06
8634,jesus,jesu,0.00013489757419901888,raw,,,,1.2872176512181253,188.0,0.0004886924876527164
8635,jesuit,jesuit,6.42369400947709e-06,raw,,,,1.0412082751669123,7.0,1.819599688068625e-05
8636,jet,jet,6.209570875827854e-05,raw,,,,-2.0747731265386555,3.0,7.798284377436964e-06
8637,jew,jew,5.567201474880145e-05,raw,,,,-1.6778917621218827,4.0,1.0397712503249286e-05
8638,jews,jew,0.00011562649217058762,raw,1.16755163080437,10.0,0.00037163668797383676,0.4390328728126937,69.0,0.00017936054068105016
8639,jewelry,jewelri,6.42369400947709e-06,raw,,,,1.174739667791435,8.0,2.079542500649857e-05
8640,jewish,jewish,0.00015845111890043487,raw,0.341644960398484,6.0,0.00022298201278430206,0.7951201000139685,135.0,0.00035092279698466336
8641,jim,jim,7.708432811372508e-05,raw,,,,-0.4451695445099609,19.0,4.93891343904341e-05
8642,jimmy,jimmi,2.3553544701415998e-05,raw,,,,-0.2580747089633486,7.0,1.819599688068625e-05
8643,joan,joan,2.9977238710893088e-05,raw,,,,0.38806642922066614,17.0,4.4190278138809465e-05
8644,jobs,job,0.0001391800368720036,raw,0.28900122691306207,5.0,0.00018581834398691838,-0.2915974010019921,40.0,0.00010397712503249285
8645,job,job,0.0005096130580851825,raw,-0.6724099402415625,7.0,0.00026014568158168577,-1.271027073659295,55.0,0.00014296854691967767
8646,joe,joe,0.00011776772350707998,raw,,,,-1.7339812287729264,8.0,2.079542500649857e-05
8647,joel,joel,2.569477603790836e-05,raw,,,,-0.904701873888401,4.0,1.0397712503249286e-05
8648,john,john,0.0007751257438102355,raw,-0.32964342634896215,15.0,0.0005574550319607552,0.1630524264198034,351.0,0.0009123992721601248
8649,johnny,johnni,6.42369400947709e-05,raw,,,,-1.4155274976543917,6.0,1.5596568754873928e-05
8650,johnson,johnson,7.280186544074035e-05,raw,,,,0.6748830753960182,55.0,0.00014296854691967767
8651,joining,join,3.211847004738545e-05,raw,,,,-0.7223803170944463,6.0,1.5596568754873928e-05
8652,joined,join,0.00011990895484357235,raw,-0.07278881769244085,3.0,0.00011149100639215103,0.08058172947270546,50.0,0.00012997140629061605
8653,join,join,0.0001391800368720036,raw,,,,-0.3428906953895427,38.0,9.87782687808682e-05
8654,joint,joint,8.350802212320217e-05,raw,,,,0.29154888434362475,43.0,0.00011177540940992982
8655,jointly,jointli,1.4988619355446544e-05,raw,,,,0.887057595339654,14.0,3.63919937613725e-05
8656,joke,joke,4.7107089402831995e-05,raw,,,,-1.7985197499104975,3.0,7.798284377436964e-06
8657,jonathan,jonathan,1.0706156682461817e-05,raw,,,,1.5289114815120488,19.0,4.93891343904341e-05
8658,jones,jone,0.00015416865622745017,raw,,,,-1.3101669819965653,16.0,4.159085001299714e-05
8659,jordan,jordan,8.564925345969454e-06,raw,,,,0.19391041477970872,4.0,1.0397712503249286e-05
8660,joseph,joseph,0.00011776772350707998,raw,1.1492024921361734,10.0,0.00037163668797383676,0.6292284860375542,85.0,0.0002209513906940473
8661,joshua,joshua,8.564925345969454e-06,raw,,,,1.1102011466538637,10.0,2.5994281258123212e-05
8662,journals,journal,1.0706156682461817e-05,raw,,,,2.195390414989833,37.0,9.617884065505589e-05
8663,journalism,journal,2.7836007374400724e-05,raw,,,,-0.7616010302477277,5.0,1.2997140629061606e-05
8664,journal,journal,8.993171613267926e-05,raw,1.062191115146544,7.0,0.00026014568158168577,1.1567211622887568,110.0,0.00028593709383935534
8665,journalist,journalist,2.1412313364923634e-05,raw,,,,0.08854989912188234,9.0,2.339485313231089e-05
8666,journey,journey,5.9954477421786175e-05,raw,,,,-0.49923676578023657,14.0,3.63919937613725e-05
8667,joy,joy,8.564925345969454e-05,raw,,,,-1.2977444619980083,9.0,2.339485313231089e-05
8668,joyous,joyou,1.0706156682461817e-05,raw,,,,-0.316915208986282,3.0,7.798284377436964e-06
8669,juan,juan,1.4988619355446544e-05,raw,,,,0.19391041477970872,7.0,1.819599688068625e-05
8670,jude,jude,6.42369400947709e-06,raw,,,,1.0412082751669123,7.0,1.819599688068625e-05
8671,judged,judg,3.211847004738545e-05,raw,,,,0.7047360385456992,25.0,6.498570314530803e-05
8672,judging,judg,3.211847004738545e-05,raw,,,,0.12491754329275742,14.0,3.63919937613725e-05
8673,judges,judg,4.282462672984727e-05,raw,0.9568305994887175,3.0,0.00011149100639215103,0.19391041477970852,20.0,5.1988562516246424e-05
8674,judge,judg,0.00016487481290991199,raw,,,,-0.9718411767260295,24.0,6.238627501949571e-05
8675,judgments,judgment,5.781324608529381e-05,raw,,,,0.3320607532605259,31.0,8.058227190018196e-05
8676,judgment,judgment,0.00012633264885304944,raw,,,,-0.19474757501207454,40.0,0.00010397712503249285
8677,judy,judi,1.7129850691938907e-05,raw,,,,-0.49923676578023657,4.0,1.0397712503249286e-05
8678,judicial,judici,3.4259701383877815e-05,raw,,,,0.5568159084690771,23.0,5.978684689368339e-05
8679,judiciary,judiciari,6.42369400947709e-06,raw,,,,1.2925227034478184,9.0,2.339485313231089e-05
8680,judith,judith,8.564925345969454e-06,raw,,,,0.887057595339654,8.0,2.079542500649857e-05
8681,july,juli,0.00014132126820849596,raw,0.2737337547822736,5.0,0.00018581834398691838,0.9020954727041945,134.0,0.00034832336885885106
8682,julia,julia,5.781324608529381e-05,raw,,,,-1.156016302169307,7.0,1.819599688068625e-05
8683,julian,julian,1.7129850691938907e-05,raw,,,,0.5993755228878731,12.0,3.1193137509747856e-05
8684,julius,juliu,8.564925345969454e-06,raw,,,,0.5993755228878731,6.0,1.5596568754873928e-05
8685,june,june,0.00021198190231274397,raw,-0.3548749046401007,4.0,0.0001486546751895347,0.6094258587413746,150.0,0.0003899142188718482
8686,junior,junior,0.00016059235023692725,raw,,,,-2.0441361570767658,8.0,2.079542500649857e-05
8687,jury,juri,0.00014346249954498835,raw,,,,-2.2190227353832026,6.0,1.5596568754873928e-05
8688,jurisdiction,jurisdict,6.209570875827854e-05,raw,,,,0.3819626462826482,35.0,9.097998440343124e-05
8689,jurisprudence,jurisprud,6.42369400947709e-06,raw,,,,1.803348327213809,15.0,3.899142188718482e-05
8690,jurist,jurist,6.42369400947709e-06,raw,,,,0.4815924872314897,4.0,1.0397712503249286e-05
8691,justices,justic,6.42369400947709e-06,raw,,,,0.19391041477970872,3.0,7.798284377436964e-06
8692,justice,justic,0.0002441003723601294,raw,0.06366228503541684,7.0,0.00026014568158168577,1.9484355008877206,659.0,0.0017130231349103198
8693,justification,justif,3.4259701383877815e-05,raw,,,,0.887057595339654,32.0,8.318170002599429e-05
8694,justifying,justifi,6.42369400947709e-06,raw,,,,0.19391041477970872,3.0,7.798284377436964e-06
8695,justifiable,justifi,8.564925345969454e-06,raw,,,,0.4170539660939183,5.0,1.2997140629061606e-05
8696,justified,justifi,4.9248320739324355e-05,raw,0.8170686571135588,3.0,0.00011149100639215103,0.27729202371875966,25.0,6.498570314530803e-05
8697,justify,justifi,5.567201474880145e-05,raw,,,,0.19391041477970872,26.0,6.758513127112035e-05
8698,juvenile,juvenil,3.854216405686254e-05,raw,,,,-0.2985660703180855,11.0,2.8593709383935534e-05
8699,kansas,kansa,6.637817143126326e-05,raw,,,,-0.6751274322439008,13.0,3.379256563556018e-05
8700,karen,karen,6.42369400947709e-06,raw,,,,1.174739667791435,8.0,2.079542500649857e-05
8701,karl,karl,1.927108202843127e-05,raw,2.04302036815827,4.0,0.0001486546751895347,2.201378456834455,67.0,0.00017416168442942553
8702,kate,kate,8.779048479618689e-05,raw,,,,-2.4210493632564893,3.0,7.798284377436964e-06
8703,katherine,katherin,1.284738801895418e-05,raw,,,,0.011588857985753947,5.0,1.2997140629061606e-05
8704,keeler,keeler,6.42369400947709e-06,raw,,,,0.19391041477970872,3.0,7.798284377436964e-06
8705,keeps,keep,4.496585806633963e-05,raw,,,,-1.4643176618238236,4.0,1.0397712503249286e-05
8706,keeping,keep,0.0001284738801895418,raw,0.14590038327238875,4.0,0.0001486546751895347,-1.0100623895462273,18.0,4.678970626462178e-05
8707,keep,keep,0.0005652850728339839,raw,-0.524773941435498,9.0,0.0003344730191764531,-1.7711207757223828,37.0,9.617884065505589e-05
8708,keith,keith,4.496585806633963e-05,raw,1.6011876158792306,6.0,0.00022298201278430206,-0.4527167501453437,11.0,2.8593709383935534e-05
8709,ken,ken,2.569477603790836e-05,raw,,,,0.5422171090479244,17.0,4.4190278138809465e-05
8710,kennedy,kennedi,0.00029977238710893086,raw,-0.4782539258006052,5.0,0.00018581834398691838,-1.4155274976543917,28.0,7.2783987522745e-05
8711,kenneth,kenneth,1.284738801895418e-05,raw,,,,1.1102011466538637,15.0,3.899142188718482e-05
8712,kent,kent,2.9977238710893088e-05,raw,,,,0.38806642922066614,17.0,4.4190278138809465e-05
8713,kentucky,kentucki,2.9977238710893088e-05,raw,,,,0.11980244262598679,13.0,3.379256563556018e-05
8714,kept,kept,0.00039826902858757955,raw,,,,-2.0361039853795013,20.0,5.1988562516246424e-05
8715,kernel,kernel,6.42369400947709e-06,raw,,,,0.4815924872314897,4.0,1.0397712503249286e-05
8716,keys,key,7.280186544074035e-05,raw,,,,-1.7230121974023522,5.0,1.2997140629061606e-05
8717,key,key,0.00018842835761132798,raw,0.4560553115762281,8.0,0.0002973093503790694,0.727208894397758,150.0,0.0003899142188718482
8718,keyboard,keyboard,8.564925345969454e-06,raw,,,,-0.09377165767207221,3.0,7.798284377436964e-06
8719,khrushchev,khrushchev,0.0001456037308814807,raw,,,,-2.639302929276507,4.0,1.0397712503249286e-05
8720,kick,kick,3.211847004738545e-05,raw,,,,-1.4155274976543917,3.0,7.798284377436964e-06
8721,kicked,kick,3.854216405686254e-05,raw,,,,-1.3101669819965653,4.0,1.0397712503249286e-05
8722,killing,kill,4.9248320739324355e-05,raw,0.8170686571135588,3.0,0.00011149100639215103,0.7472956529644953,40.0,0.00010397712503249285
8723,kill,kill,0.00013489757419901888,raw,,,,-0.6911277735903419,26.0,6.758513127112035e-05
8724,killed,kill,0.00016059235023692725,raw,,,,-0.48599153903021614,38.0,9.87782687808682e-05
8725,killer,killer,4.496585806633963e-05,raw,,,,-1.7519997342756044,3.0,7.798284377436964e-06
8726,kilometers,kilomet,6.42369400947709e-06,raw,,,,0.19391041477970872,3.0,7.798284377436964e-06
8727,kindness,kind,1.0706156682461817e-05,raw,,,,0.8870575953396539,10.0,2.5994281258123212e-05
8728,kinds,kind,7.708432811372508e-05,raw,,,,0.371591592017161,43.0,0.00011177540940992982
8729,kind,kind,0.0006702054083221097,raw,-0.8128110644857186,8.0,0.0002973093503790694,-0.9879445842926083,96.0,0.00024954510007798284
8730,kinetic,kinet,1.7129850691938907e-05,raw,,,,1.5802047758995994,32.0,8.318170002599429e-05
8731,kings,king,1.4988619355446544e-05,raw,2.69979990454734,6.0,0.00022298201278430206,1.0812136097806115,17.0,4.4190278138809465e-05
8732,king,king,0.00018842835761132798,raw,1.2669855277925568,18.0,0.0006689460383529062,1.962680365783065,516.0,0.0013413049129191578
8733,kingdom,kingdom,5.567201474880145e-05,raw,2.5402930255195573,19.0,0.0007061097071502898,1.833653676709138,134.0,0.00034832336885885106
8734,kinship,kinship,6.42369400947709e-06,raw,,,,0.887057595339654,6.0,1.5596568754873928e-05
8735,kiss,kiss,3.6400932720370175e-05,raw,,,,-0.8475434600484524,6.0,1.5596568754873928e-05
8736,kneel,kneel,1.0706156682461817e-05,raw,,,,-0.316915208986282,3.0,7.798284377436964e-06
8737,knew,knew,0.0008457863779144835,raw,,,,-3.300068700333413,12.0,3.1193137509747856e-05
8738,knight,knight,3.854216405686254e-05,raw,,,,-0.2985660703180855,11.0,2.8593709383935534e-05
8739,knowing,know,0.00010706156682461816,raw,,,,-0.029233136534501106,40.0,0.00010397712503249285
8740,knows,know,0.00021198190231274397,raw,,,,-1.6286207131151,16.0,4.159085001299714e-05
8741,knowledge,knowledg,0.00031047854379139266,raw,1.0127110578831742,23.0,0.0008547643823398246,1.0693791521336087,348.0,0.0009046009877826878
8742,known,known,0.000524601677440629,raw,0.9636102864740963,37.0,0.001375055745503196,0.6965392713415208,405.0,0.00105276839095399
8743,kong,kong,2.3553544701415998e-05,raw,,,,0.3609644994428749,13.0,3.379256563556018e-05
8744,korea,korea,2.569477603790836e-05,raw,1.755338295706489,4.0,0.0001486546751895347,1.9574990070410674,70.0,0.0001819599688068625
8745,koreans,korean,1.0706156682461817e-05,raw,,,,-0.316915208986282,3.0,7.798284377436964e-06
8746,korean,korean,2.3553544701415998e-05,raw,,,,1.2617510447810647,32.0,8.318170002599429e-05
8747,kyoto,kyoto,1.4988619355446544e-05,raw,,,,1.383494481653545,23.0,5.978684689368339e-05
8748,las,la,1.0706156682461817e-05,raw,,,,-0.029233136534500992,4.0,1.0397712503249286e-05
8749,lab,lab,6.42369400947709e-06,raw,,,,0.4815924872314897,4.0,1.0397712503249286e-05
8750,labels,label,6.42369400947709e-06,raw,,,,1.3978832191056445,10.0,2.5994281258123212e-05
8751,labeling,label,8.564925345969454e-06,raw,,,,0.5993755228878731,6.0,1.5596568754873928e-05
8752,labeled,label,1.927108202843127e-05,raw,,,,0.7692745596832705,16.0,4.159085001299714e-05
8753,label,label,4.06833953933549e-05,raw,,,,-0.042478363284521564,15.0,3.899142188718482e-05
8754,labor,labor,0.0003190434691373621,raw,1.376364803045301,34.0,0.001263564739111045,0.21384462968052587,152.0,0.0003951130751234728
8755,laboratories,laboratori,1.927108202843127e-05,raw,,,,-0.61701980143662,4.0,1.0397712503249286e-05
8756,laboratory,laboratori,8.564925345969454e-05,raw,0.2636834189287722,3.0,0.00011149100639215103,-1.2977444619980083,9.0,2.339485313231089e-05
8757,labour,labour,8.564925345969454e-06,raw,3.770241316248754,10.0,0.00037163668797383676,4.391112362441517,266.0,0.0006914478814660774
8758,lacks,lack,1.284738801895418e-05,raw,2.448485476266434,4.0,0.0001486546751895347,1.0412082751669123,14.0,3.63919937613725e-05
8759,lacked,lack,4.06833953933549e-05,raw,,,,-0.2656219145987314,12.0,3.1193137509747856e-05
8760,lacking,lack,6.851940276775563e-05,raw,0.4868269702429819,3.0,0.00011149100639215103,-0.6327681584047593,14.0,3.63919937613725e-05
8761,lack,lack,0.00023553544701415997,raw,0.551365491380553,11.0,0.00040880035677122044,0.06814102749067524,97.0,0.00025214452820379515
8762,ladder,ladder,4.06833953933549e-05,raw,,,,-0.11147123477147304,14.0,3.63919937613725e-05
8763,lady,ladi,0.00017129850691938907,raw,,,,-1.7902209470958024,11.0,2.8593709383935534e-05
8764,laid,laid,0.00016487481290991199,raw,,,,-1.0144007911448254,23.0,5.978684689368339e-05
8765,laity,laiti,6.42369400947709e-06,raw,,,,1.174739667791435,8.0,2.079542500649857e-05
8766,lakes,lake,1.7129850691938907e-05,raw,,,,0.3116934504360921,9.0,2.339485313231089e-05
8767,lake,lake,0.00011562649217058762,raw,,,,-0.49923676578023657,27.0,7.018455939693267e-05
8768,lamb,lamb,1.4988619355446544e-05,raw,,,,0.44522484306061466,9.0,2.339485313231089e-05
8769,lamps,lamp,1.284738801895418e-05,raw,,,,0.011588857985753947,5.0,1.2997140629061606e-05
8770,lamp,lamp,3.854216405686254e-05,raw,,,,-1.3101669819965653,4.0,1.0397712503249286e-05
8771,lands,land,5.353078341230908e-05,raw,,,,0.19391041477970872,25.0,6.498570314530803e-05
8772,land,land,0.0004667884313553352,raw,0.8706529032476652,30.0,0.0011149100639215104,0.3024767953311681,243.0,0.000631661034572394
8773,landmark,landmark,6.42369400947709e-06,raw,,,,1.174739667791435,8.0,2.079542500649857e-05
8774,landscapes,landscap,1.0706156682461817e-05,raw,,,,2.1108330269617697,34.0,8.838055627761893e-05
8775,landscape,landscap,4.282462672984727e-05,raw,,,,2.285774476458102,162.0,0.00042110735638159605
8776,lane,lane,6.42369400947709e-05,raw,,,,-2.108674678214337,3.0,7.798284377436964e-06
8777,languages,languag,8.564925345969454e-05,raw,,,,-0.2368725013127455,26.0,6.758513127112035e-05
8778,language,languag,0.0002333942156776676,raw,0.10851285120076848,7.0,0.00026014568158168577,0.5963127333573274,163.0,0.00042370678450740835
8779,laos,lao,0.00013703880553551126,raw,,,,-2.5786783074600725,4.0,1.0397712503249286e-05
8780,largely,larg,0.0001456037308814807,raw,0.9370279721925378,10.0,0.00037163668797383676,0.6091316978332378,103.0,0.0002677410969586691
8781,large,larg,0.0007729845124737431,raw,0.4914331506578792,34.0,0.001263564739111045,-0.30589581373667135,219.0,0.0005692747595528984
8782,larger,larger,0.00026337145438856067,raw,-0.8596214823297089,3.0,0.00011149100639215103,-0.27446851873902484,77.0,0.00020015596568754874
